pbs_code,prescriber_code,prescriber_type,schedule_code
"10760H","M","Medical Practitioners","4535"
"10762K","M","Medical Practitioners","4535"
"10762K","N","Nurse Practitioners","4535"
"10763L","M","Medical Practitioners","4535"
"10764M","M","Medical Practitioners","4535"
"10767Q","M","Medical Practitioners","4535"
"10770W","M","Medical Practitioners","4535"
"10770W","N","Nurse Practitioners","4535"
"10774C","M","Medical Practitioners","4535"
"10775D","M","Medical Practitioners","4535"
"10776E","M","Medical Practitioners","4535"
"10776E","N","Nurse Practitioners","4535"
"10777F","M","Medical Practitioners","4535"
"10777F","N","Nurse Practitioners","4535"
"10778G","M","Medical Practitioners","4535"
"10778G","N","Nurse Practitioners","4535"
"10779H","M","Medical Practitioners","4535"
"10779H","N","Nurse Practitioners","4535"
"10780J","M","Medical Practitioners","4535"
"10780J","N","Nurse Practitioners","4535"
"10781K","M","Medical Practitioners","4535"
"10781K","N","Nurse Practitioners","4535"
"10782L","M","Medical Practitioners","4535"
"10783M","M","Medical Practitioners","4535"
"10783M","N","Nurse Practitioners","4535"
"10783M","W","Midwives","4535"
"10784N","M","Medical Practitioners","4535"
"10784N","N","Nurse Practitioners","4535"
"10785P","M","Medical Practitioners","4535"
"10786Q","M","Medical Practitioners","4535"
"10786Q","N","Nurse Practitioners","4535"
"10786Q","W","Midwives","4535"
"10787R","D","Dental","4535"
"10788T","M","Medical Practitioners","4535"
"10788T","N","Nurse Practitioners","4535"
"10790X","M","Medical Practitioners","4535"
"10791Y","M","Medical Practitioners","4535"
"10791Y","N","Nurse Practitioners","4535"
"10792B","M","Medical Practitioners","4535"
"10792B","N","Nurse Practitioners","4535"
"10793C","M","Medical Practitioners","4535"
"10793C","N","Nurse Practitioners","4535"
"10794D","M","Medical Practitioners","4535"
"10794D","N","Nurse Practitioners","4535"
"10795E","M","Medical Practitioners","4535"
"10795E","N","Nurse Practitioners","4535"
"10796F","M","Medical Practitioners","4535"
"10796F","N","Nurse Practitioners","4535"
"10797G","M","Medical Practitioners","4535"
"10797G","N","Nurse Practitioners","4535"
"10798H","M","Medical Practitioners","4535"
"10799J","M","Medical Practitioners","4535"
"10799J","N","Nurse Practitioners","4535"
"10800K","M","Medical Practitioners","4535"
"10800K","N","Nurse Practitioners","4535"
"10801L","M","Medical Practitioners","4535"
"10801L","N","Nurse Practitioners","4535"
"10802M","M","Medical Practitioners","4535"
"10802M","N","Nurse Practitioners","4535"
"10803N","M","Medical Practitioners","4535"
"10804P","M","Medical Practitioners","4535"
"10804P","N","Nurse Practitioners","4535"
"10805Q","M","Medical Practitioners","4535"
"10805Q","N","Nurse Practitioners","4535"
"10806R","M","Medical Practitioners","4535"
"10806R","N","Nurse Practitioners","4535"
"10807T","M","Medical Practitioners","4535"
"10807T","N","Nurse Practitioners","4535"
"10808W","M","Medical Practitioners","4535"
"10808W","N","Nurse Practitioners","4535"
"10809X","M","Medical Practitioners","4535"
"10809X","N","Nurse Practitioners","4535"
"10810Y","M","Medical Practitioners","4535"
"10810Y","N","Nurse Practitioners","4535"
"10811B","M","Medical Practitioners","4535"
"10812C","M","Medical Practitioners","4535"
"10812C","N","Nurse Practitioners","4535"
"10813D","M","Medical Practitioners","4535"
"10813D","N","Nurse Practitioners","4535"
"10814E","M","Medical Practitioners","4535"
"10814E","N","Nurse Practitioners","4535"
"10815F","M","Medical Practitioners","4535"
"10815F","N","Nurse Practitioners","4535"
"10816G","M","Medical Practitioners","4535"
"10816G","N","Nurse Practitioners","4535"
"10817H","M","Medical Practitioners","4535"
"10818J","M","Medical Practitioners","4535"
"10818J","N","Nurse Practitioners","4535"
"10819K","M","Medical Practitioners","4535"
"10819K","N","Nurse Practitioners","4535"
"1081X","M","Medical Practitioners","4535"
"1081X","N","Nurse Practitioners","4535"
"10820L","M","Medical Practitioners","4535"
"10820L","N","Nurse Practitioners","4535"
"10821M","M","Medical Practitioners","4535"
"10821M","N","Nurse Practitioners","4535"
"10823P","M","Medical Practitioners","4535"
"10823P","N","Nurse Practitioners","4535"
"10824Q","M","Medical Practitioners","4535"
"10824Q","N","Nurse Practitioners","4535"
"10826T","M","Medical Practitioners","4535"
"10826T","N","Nurse Practitioners","4535"
"10827W","M","Medical Practitioners","4535"
"10827W","N","Nurse Practitioners","4535"
"10828X","M","Medical Practitioners","4535"
"10828X","N","Nurse Practitioners","4535"
"10830B","M","Medical Practitioners","4535"
"10830B","N","Nurse Practitioners","4535"
"10831C","M","Medical Practitioners","4535"
"10832D","M","Medical Practitioners","4535"
"10833E","M","Medical Practitioners","4535"
"10833E","N","Nurse Practitioners","4535"
"10834F","M","Medical Practitioners","4535"
"10834F","N","Nurse Practitioners","4535"
"10835G","M","Medical Practitioners","4535"
"10835G","N","Nurse Practitioners","4535"
"10836H","M","Medical Practitioners","4535"
"10836H","N","Nurse Practitioners","4535"
"10837J","M","Medical Practitioners","4535"
"10838K","M","Medical Practitioners","4535"
"10838K","N","Nurse Practitioners","4535"
"10839L","M","Medical Practitioners","4535"
"10839L","N","Nurse Practitioners","4535"
"10840M","M","Medical Practitioners","4535"
"10840M","N","Nurse Practitioners","4535"
"10842P","M","Medical Practitioners","4535"
"10842P","N","Nurse Practitioners","4535"
"10843Q","M","Medical Practitioners","4535"
"10843Q","N","Nurse Practitioners","4535"
"10844R","M","Medical Practitioners","4535"
"10844R","N","Nurse Practitioners","4535"
"10845T","M","Medical Practitioners","4535"
"10845T","N","Nurse Practitioners","4535"
"10846W","M","Medical Practitioners","4535"
"10846W","N","Nurse Practitioners","4535"
"10847X","M","Medical Practitioners","4535"
"10848Y","M","Medical Practitioners","4535"
"10848Y","N","Nurse Practitioners","4535"
"10849B","M","Medical Practitioners","4535"
"10851D","M","Medical Practitioners","4535"
"10851D","N","Nurse Practitioners","4535"
"10852E","M","Medical Practitioners","4535"
"10852E","N","Nurse Practitioners","4535"
"10853F","M","Medical Practitioners","4535"
"10853F","N","Nurse Practitioners","4535"
"10854G","M","Medical Practitioners","4535"
"10855H","M","Medical Practitioners","4535"
"10855H","N","Nurse Practitioners","4535"
"10856J","M","Medical Practitioners","4535"
"10856J","N","Nurse Practitioners","4535"
"10857K","M","Medical Practitioners","4535"
"10858L","D","Dental","4535"
"10859M","M","Medical Practitioners","4535"
"10860N","M","Medical Practitioners","4535"
"10861P","M","Medical Practitioners","4535"
"10862Q","M","Medical Practitioners","4535"
"10862Q","N","Nurse Practitioners","4535"
"10863R","D","Dental","4535"
"10864T","M","Medical Practitioners","4535"
"10864T","N","Nurse Practitioners","4535"
"10864T","W","Midwives","4535"
"10865W","M","Medical Practitioners","4535"
"10866X","M","Medical Practitioners","4535"
"10867Y","M","Medical Practitioners","4535"
"10868B","M","Medical Practitioners","4535"
"10868B","N","Nurse Practitioners","4535"
"10869C","M","Medical Practitioners","4535"
"10869C","N","Nurse Practitioners","4535"
"10870D","M","Medical Practitioners","4535"
"10871E","M","Medical Practitioners","4535"
"10872F","M","Medical Practitioners","4535"
"10873G","M","Medical Practitioners","4535"
"10874H","M","Medical Practitioners","4535"
"10874H","N","Nurse Practitioners","4535"
"10875J","M","Medical Practitioners","4535"
"10876K","M","Medical Practitioners","4535"
"10877L","M","Medical Practitioners","4535"
"10878M","M","Medical Practitioners","4535"
"10878M","N","Nurse Practitioners","4535"
"10879N","M","Medical Practitioners","4535"
"10880P","M","Medical Practitioners","4535"
"10882R","M","Medical Practitioners","4535"
"10883T","M","Medical Practitioners","4535"
"10884W","M","Medical Practitioners","4535"
"10886Y","M","Medical Practitioners","4535"
"10887B","M","Medical Practitioners","4535"
"10889D","M","Medical Practitioners","4535"
"10889D","N","Nurse Practitioners","4535"
"1088G","M","Medical Practitioners","4535"
"1088G","N","Nurse Practitioners","4535"
"10890E","M","Medical Practitioners","4535"
"10891F","M","Medical Practitioners","4535"
"10892G","M","Medical Practitioners","4535"
"10893H","M","Medical Practitioners","4535"
"10894J","M","Medical Practitioners","4535"
"10895K","M","Medical Practitioners","4535"
"10896L","M","Medical Practitioners","4535"
"10897M","M","Medical Practitioners","4535"
"10898N","M","Medical Practitioners","4535"
"10899P","M","Medical Practitioners","4535"
"1089H","M","Medical Practitioners","4535"
"1089H","N","Nurse Practitioners","4535"
"108Q","M","Medical Practitioners","4535"
"10900Q","M","Medical Practitioners","4535"
"10901R","M","Medical Practitioners","4535"
"10902T","M","Medical Practitioners","4535"
"10903W","M","Medical Practitioners","4535"
"10903W","N","Nurse Practitioners","4535"
"10904X","M","Medical Practitioners","4535"
"10905Y","M","Medical Practitioners","4535"
"10906B","M","Medical Practitioners","4535"
"10907C","M","Medical Practitioners","4535"
"10908D","M","Medical Practitioners","4535"
"10909E","M","Medical Practitioners","4535"
"1090J","M","Medical Practitioners","4535"
"1090J","N","Nurse Practitioners","4535"
"10910F","M","Medical Practitioners","4535"
"10911G","M","Medical Practitioners","4535"
"10911G","N","Nurse Practitioners","4535"
"10912H","M","Medical Practitioners","4535"
"10913J","M","Medical Practitioners","4535"
"10915L","M","Medical Practitioners","4535"
"10916M","M","Medical Practitioners","4535"
"10917N","M","Medical Practitioners","4535"
"10918P","M","Medical Practitioners","4535"
"10919Q","M","Medical Practitioners","4535"
"10920R","M","Medical Practitioners","4535"
"10921T","M","Medical Practitioners","4535"
"10922W","M","Medical Practitioners","4535"
"10924Y","M","Medical Practitioners","4535"
"10925B","M","Medical Practitioners","4535"
"10927D","M","Medical Practitioners","4535"
"10930G","M","Medical Practitioners","4535"
"10931H","M","Medical Practitioners","4535"
"10933K","M","Medical Practitioners","4535"
"10934L","M","Medical Practitioners","4535"
"10934L","N","Nurse Practitioners","4535"
"10935M","M","Medical Practitioners","4535"
"10936N","M","Medical Practitioners","4535"
"10939R","M","Medical Practitioners","4535"
"1093M","M","Medical Practitioners","4535"
"1093M","N","Nurse Practitioners","4535"
"10940T","M","Medical Practitioners","4535"
"10941W","M","Medical Practitioners","4535"
"10942X","M","Medical Practitioners","4535"
"10943Y","M","Medical Practitioners","4535"
"10944B","M","Medical Practitioners","4535"
"10948F","M","Medical Practitioners","4535"
"10948F","N","Nurse Practitioners","4535"
"10949G","M","Medical Practitioners","4535"
"10949G","N","Nurse Practitioners","4535"
"10950H","M","Medical Practitioners","4535"
"10951J","M","Medical Practitioners","4535"
"10952K","M","Medical Practitioners","4535"
"10953L","M","Medical Practitioners","4535"
"10953L","N","Nurse Practitioners","4535"
"10954M","M","Medical Practitioners","4535"
"10955N","M","Medical Practitioners","4535"
"10956P","M","Medical Practitioners","4535"
"10957Q","M","Medical Practitioners","4535"
"10957Q","N","Nurse Practitioners","4535"
"10958R","M","Medical Practitioners","4535"
"10958R","N","Nurse Practitioners","4535"
"10959T","M","Medical Practitioners","4535"
"10959T","N","Nurse Practitioners","4535"
"1095P","M","Medical Practitioners","4535"
"1095P","N","Nurse Practitioners","4535"
"10960W","M","Medical Practitioners","4535"
"10961X","M","Medical Practitioners","4535"
"10962Y","M","Medical Practitioners","4535"
"10963B","M","Medical Practitioners","4535"
"10964C","M","Medical Practitioners","4535"
"10964C","N","Nurse Practitioners","4535"
"10965D","M","Medical Practitioners","4535"
"10967F","M","Medical Practitioners","4535"
"10968G","M","Medical Practitioners","4535"
"10969H","M","Medical Practitioners","4535"
"10970J","M","Medical Practitioners","4535"
"10970J","N","Nurse Practitioners","4535"
"10971K","M","Medical Practitioners","4535"
"10973M","M","Medical Practitioners","4535"
"10974N","M","Medical Practitioners","4535"
"10976Q","M","Medical Practitioners","4535"
"10981Y","M","Medical Practitioners","4535"
"10982B","M","Medical Practitioners","4535"
"10984D","M","Medical Practitioners","4535"
"10985E","M","Medical Practitioners","4535"
"10987G","M","Medical Practitioners","4535"
"10988H","M","Medical Practitioners","4535"
"10989J","M","Medical Practitioners","4535"
"10990K","M","Medical Practitioners","4535"
"10993N","M","Medical Practitioners","4535"
"10994P","M","Medical Practitioners","4535"
"10997T","M","Medical Practitioners","4535"
"10998W","M","Medical Practitioners","4535"
"10999X","M","Medical Practitioners","4535"
"11000Y","M","Medical Practitioners","4535"
"11001B","M","Medical Practitioners","4535"
"11002C","M","Medical Practitioners","4535"
"11004E","M","Medical Practitioners","4535"
"11005F","M","Medical Practitioners","4535"
"11006G","M","Medical Practitioners","4535"
"11007H","M","Medical Practitioners","4535"
"11009K","M","Medical Practitioners","4535"
"11012N","M","Medical Practitioners","4535"
"11015R","M","Medical Practitioners","4535"
"11016T","M","Medical Practitioners","4535"
"11022D","M","Medical Practitioners","4535"
"11023E","M","Medical Practitioners","4535"
"11025G","M","Medical Practitioners","4535"
"11028K","M","Medical Practitioners","4535"
"11029L","M","Medical Practitioners","4535"
"11031N","M","Medical Practitioners","4535"
"11032P","M","Medical Practitioners","4535"
"11033Q","M","Medical Practitioners","4535"
"11036W","M","Medical Practitioners","4535"
"11037X","M","Medical Practitioners","4535"
"11037X","N","Nurse Practitioners","4535"
"11038Y","M","Medical Practitioners","4535"
"1103C","M","Medical Practitioners","4535"
"1103C","N","Nurse Practitioners","4535"
"11040C","M","Medical Practitioners","4535"
"11041D","M","Medical Practitioners","4535"
"11042E","M","Medical Practitioners","4535"
"11043F","M","Medical Practitioners","4535"
"11043F","N","Nurse Practitioners","4535"
"11045H","M","Medical Practitioners","4535"
"11046J","M","Medical Practitioners","4535"
"11047K","M","Medical Practitioners","4535"
"11049M","M","Medical Practitioners","4535"
"11052Q","M","Medical Practitioners","4535"
"11054T","M","Medical Practitioners","4535"
"11055W","M","Medical Practitioners","4535"
"11056X","M","Medical Practitioners","4535"
"11057Y","M","Medical Practitioners","4535"
"11062F","M","Medical Practitioners","4535"
"11063G","M","Medical Practitioners","4535"
"11064H","M","Medical Practitioners","4535"
"11066K","M","Medical Practitioners","4535"
"11066K","N","Nurse Practitioners","4535"
"11067L","M","Medical Practitioners","4535"
"11070P","M","Medical Practitioners","4535"
"11071Q","M","Medical Practitioners","4535"
"11071Q","N","Nurse Practitioners","4535"
"11072R","M","Medical Practitioners","4535"
"11072R","N","Nurse Practitioners","4535"
"11073T","M","Medical Practitioners","4535"
"11074W","M","Medical Practitioners","4535"
"11075X","M","Medical Practitioners","4535"
"11076Y","M","Medical Practitioners","4535"
"11077B","D","Dental","4535"
"11078C","M","Medical Practitioners","4535"
"11078C","N","Nurse Practitioners","4535"
"11078C","W","Midwives","4535"
"11079D","M","Medical Practitioners","4535"
"11080E","M","Medical Practitioners","4535"
