atc_code,atc_description,atc_level,atc_parent_code,schedule_code
"A08AA01","phentermine","5","A08AA","4535"
"A08AA02","fenfluramine","5","A08AA","4535"
"A08AA03","amfepramone","5","A08AA","4535"
"A08AA04","dexfenfluramine","5","A08AA","4535"
"A08AA05","mazindol","5","A08AA","4535"
"A08AA06","etilamfetamine","5","A08AA","4535"
"A08AA07","cathine","5","A08AA","4535"
"A08AA08","clobenzorex","5","A08AA","4535"
"A08AA09","mefenorex","5","A08AA","4535"
"A08AA10","sibutramine","5","A08AA","4535"
"A08AA11","lorcaserin","5","A08AA","4535"
"A08AA12","setmelanotide","5","A08AA","4535"
"A08AA51","phentermine and topiramate","5","A08AA","4535"
"A08AA56","ephedrine, combinations","5","A08AA","4535"
"A08AA62","bupropion and naltrexone","5","A08AA","4535"
"A08AB","Peripherally acting antiobesity products","4","A08A","4535"
"A08AB01","orlistat","5","A08AB","4535"
"A08AX","Other antiobesity drugs","4","A08A","4535"
"A08AX01","rimonabant","5","A08AX","4535"
"A09","DIGESTIVES, INCL. ENZYMES","2","A","4535"
"A09A","DIGESTIVES, INCL. ENZYMES","3","A09","4535"
"A09AA","Enzyme preparations","4","A09A","4535"
"A09AA01","diastase","5","A09AA","4535"
"A09AA02","multienzymes (lipase, protease etc.)","5","A09AA","4535"
"A09AA03","pepsin","5","A09AA","4535"
"A09AA04","tilactase","5","A09AA","4535"
"A09AB","Acid preparations","4","A09A","4535"
"A09AB01","glutamic acid hydrochloride","5","A09AB","4535"
"A09AB02","betaine hydrochloride","5","A09AB","4535"
"A09AB03","hydrochloric acid","5","A09AB","4535"
"A09AB04","citric acid","5","A09AB","4535"
"A09AC","Enzyme and acid preparations, combinations","4","A09A","4535"
"A09AC01","pepsin and acid preparations","5","A09AC","4535"
"A09AC02","multienzymes and acid preparations","5","A09AC","4535"
"A10","DRUGS USED IN DIABETES","2","A","4535"
"A10A","INSULINS AND ANALOGUES","3","A10","4535"
"A10AA","Insulins","4","A10A","4535"
"A10AA01","Insulins, fast-acting","5","A10AA","4535"
"A10AA02","Insulins, intermediate-acting","5","A10AA","4535"
"A10AA03","Insulins, intermediate-acting, rapid onset of effect","5","A10AA","4535"
"A10AA04","Insulins, long-acting","5","A10AA","4535"
"A10AB","Insulins and analogues for injection, fast-acting","4","A10A","4535"
"A10AB01","insulin (human)","5","A10AB","4535"
"A10AB02","insulin (beef)","5","A10AB","4535"
"A10AB03","insulin (pork)","5","A10AB","4535"
"A10AB04","insulin lispro","5","A10AB","4535"
"A10AB05","insulin aspart","5","A10AB","4535"
"A10AB06","insulin glulisine","5","A10AB","4535"
"A10AB30","combinations","5","A10AB","4535"
"A10AC","Insulins and analogues for injection, intermediate-acting","4","A10A","4535"
"A10AC01","insulin (human)","5","A10AC","4535"
"A10AC02","insulin (beef)","5","A10AC","4535"
"A10AC03","insulin (pork)","5","A10AC","4535"
"A10AC04","insulin lispro","5","A10AC","4535"
"A10AC30","combinations","5","A10AC","4535"
"A10AD","Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting","4","A10A","4535"
"A10AD01","insulin (human)","5","A10AD","4535"
"A10AD02","insulin (beef)","5","A10AD","4535"
"A10AD03","insulin (pork)","5","A10AD","4535"
"A10AD04","insulin lispro","5","A10AD","4535"
"A10AD05","insulin aspart","5","A10AD","4535"
"A10AD06","insulin degludec and insulin aspart","5","A10AD","4535"
"A10AD30","combinations","5","A10AD","4535"
"A10AE","Insulins and analogues for injection, long-acting","4","A10A","4535"
"A10AE01","insulin (human)","5","A10AE","4535"
"A10AE02","insulin (beef)","5","A10AE","4535"
"A10AE03","insulin (pork)","5","A10AE","4535"
"A10AE04","insulin glargine","5","A10AE","4535"
"A10AE05","insulin detemir","5","A10AE","4535"
"A10AE06","insulin degludec","5","A10AE","4535"
"A10AE07","insulin icodec","5","A10AE","4535"
"A10AE30","combinations","5","A10AE","4535"
"A10AE54","insulin glargine and lixisenatide","5","A10AE","4535"
"A10AE56","insulin degludec and liraglutide","5","A10AE","4535"
"A10AF","Insulins and analogues for inhalation","4","A10A","4535"
"A10AF01","insulin (human)","5","A10AF","4535"
"A10B","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS","3","A10","4535"
"A10BA","Biguanides","4","A10B","4535"
"A10BA01","phenformin","5","A10BA","4535"
"A10BA02","metformin","5","A10BA","4535"
"A10BA03","buformin","5","A10BA","4535"
"A10BB","Sulfonylureas","4","A10B","4535"
"A10BB01","glibenclamide","5","A10BB","4535"
"A10BB02","chlorpropamide","5","A10BB","4535"
"A10BB03","tolbutamide","5","A10BB","4535"
"A10BB04","glibornuride","5","A10BB","4535"
"A10BB05","tolazamide","5","A10BB","4535"
"A10BB06","carbutamide","5","A10BB","4535"
"A10BB07","glipizide","5","A10BB","4535"
"A10BB08","gliquidone","5","A10BB","4535"
"A10BB09","gliclazide","5","A10BB","4535"
"A10BB10","metahexamide","5","A10BB","4535"
"A10BB11","glisoxepide","5","A10BB","4535"
"A10BB12","glimepiride","5","A10BB","4535"
"A10BB31","acetohexamide","5","A10BB","4535"
"A10BC","Sulfonamides (heterocyclic)","4","A10B","4535"
"A10BC01","glymidine","5","A10BC","4535"
"A10BD","Combinations of oral blood glucose lowering drugs","4","A10B","4535"
"A10BD01","phenformin and sulfonylureas","5","A10BD","4535"
"A10BD02","metformin and sulfonylureas","5","A10BD","4535"
"A10BD03","metformin and rosiglitazone","5","A10BD","4535"
"A10BD04","glimepiride and rosiglitazone","5","A10BD","4535"
"A10BD05","metformin and pioglitazone","5","A10BD","4535"
"A10BD06","glimepiride and pioglitazone","5","A10BD","4535"
"A10BD07","metformin and sitagliptin","5","A10BD","4535"
"A10BD08","metformin and vildagliptin","5","A10BD","4535"
"A10BD09","pioglitazone and alogliptin","5","A10BD","4535"
"A10BD10","metformin and saxagliptin","5","A10BD","4535"
"A10BD11","metformin and linagliptin","5","A10BD","4535"
"A10BD12","pioglitazone and sitagliptin","5","A10BD","4535"
"A10BD13","metformin and alogliptin","5","A10BD","4535"
"A10BD14","metformin and repaglinide","5","A10BD","4535"
"A10BD15","metformin and dapagliflozin","5","A10BD","4535"
"A10BD16","metformin and canagliflozin","5","A10BD","4535"
"A10BD17","metformin and acarbose","5","A10BD","4535"
"A10BD18","metformin and gemigliptin","5","A10BD","4535"
"A10BD19","linagliptin and empagliflozin","5","A10BD","4535"
"A10BD20","metformin and empagliflozin","5","A10BD","4535"
"A10BD21","saxagliptin and dapagliflozin","5","A10BD","4535"
"A10BD22","metformin and evogliptin","5","A10BD","4535"
"A10BD23","metformin and ertugliflozin","5","A10BD","4535"
"A10BD24","sitagliptin and ertugliflozin","5","A10BD","4535"
"A10BD25","metformin, saxagliptin and dapagliflozin","5","A10BD","4535"
"A10BD26","metformin and lobeglitazone","5","A10BD","4535"
"A10BD27","metformin, linagliptin and empagliflozin","5","A10BD","4535"
"A10BD28","metformin and teneligliptin","5","A10BD","4535"
"A10BD29","sitagliptin and dapagliflozin","5","A10BD","4535"
"A10BD30","gemigliptin and dapagliflozin","5","A10BD","4535"
"A10BE","Aldose reductase inhibitors","4","A10B","4535"
"A10BE01","Tolrestat","5","A10BE","4535"
"A10BF","Alpha glucosidase inhibitors","4","A10B","4535"
"A10BF01","acarbose","5","A10BF","4535"
"A10BF02","miglitol","5","A10BF","4535"
"A10BF03","voglibose","5","A10BF","4535"
"A10BG","Thiazolidinediones","4","A10B","4535"
"A10BG01","troglitazone","5","A10BG","4535"
"A10BG02","rosiglitazone","5","A10BG","4535"
"A10BG03","pioglitazone","5","A10BG","4535"
"A10BG04","lobeglitazone","5","A10BG","4535"
"A10BH","Dipeptidyl peptidase 4 (DPP-4) inhibitors","4","A10B","4535"
"A10BH01","sitagliptin","5","A10BH","4535"
"A10BH02","vildagliptin","5","A10BH","4535"
"A10BH03","saxagliptin","5","A10BH","4535"
"A10BH04","alogliptin","5","A10BH","4535"
"A10BH05","linagliptin","5","A10BH","4535"
"A10BH06","gemigliptin","5","A10BH","4535"
"A10BH07","evogliptin","5","A10BH","4535"
"A10BH08","teneligliptin","5","A10BH","4535"
"A10BH51","sitagliptin and simvastatin","5","A10BH","4535"
"A10BH52","gemigliptin and rosuvastatin","5","A10BH","4535"
"A10BJ","Glucagon-like peptide-1 (GLP-1) analogues","4","A10B","4535"
"A10BJ01","exenatide","5","A10BJ","4535"
"A10BJ02","liraglutide","5","A10BJ","4535"
"A10BJ03","lixisenatide","5","A10BJ","4535"
"A10BJ04","albiglutide","5","A10BJ","4535"
"A10BJ05","dulaglutide","5","A10BJ","4535"
"A10BJ06","semaglutide","5","A10BJ","4535"
"A10BJ07","beinaglutide","5","A10BJ","4535"
"A10BK","Sodium-glucose co-transporter 2 (SGLT2) inhibitors","4","A10B","4535"
"A10BK01","dapagliflozin","5","A10BK","4535"
"A10BK02","canagliflozin","5","A10BK","4535"
"A10BK03","empagliflozin","5","A10BK","4535"
"A10BK04","ertugliflozin","5","A10BK","4535"
"A10BK05","ipragliflozin","5","A10BK","4535"
"A10BK06","sotagliflozin","5","A10BK","4535"
"A10BK07","luseogliflozin","5","A10BK","4535"
"A10BK08","bexagliflozin","5","A10BK","4535"
"A10BK09","enavogliflozin","5","A10BK","4535"
"A10BX","Other blood glucose lowering drugs, excl. insulins","4","A10B","4535"
"A10BX01","guar gum","5","A10BX","4535"
"A10BX02","repaglinide","5","A10BX","4535"
"A10BX03","nateglinide","5","A10BX","4535"
"A10BX04","exenatide","5","A10BX","4535"
"A10BX05","pramlintide","5","A10BX","4535"
"A10BX06","benfluorex","5","A10BX","4535"
"A10BX07","liraglutide","5","A10BX","4535"
"A10BX08","mitiglinide","5","A10BX","4535"
"A10BX09","dapagliflozin","5","A10BX","4535"
"A10BX10","lixisenatide","5","A10BX","4535"
"A10BX11","canagliflozin","5","A10BX","4535"
"A10BX12","empagliflozin","5","A10BX","4535"
"A10BX13","albiglutide","5","A10BX","4535"
"A10BX14","dulaglutide","5","A10BX","4535"
"A10BX15","imeglimin","5","A10BX","4535"
"A10BX16","tirzepatide","5","A10BX","4535"
"A10BX17","carfloglitazar","5","A10BX","4535"
"A10BX18","dorzagliatin","5","A10BX","4535"
"A10X","OTHER DRUGS USED IN DIABETES","3","A10","4535"
"A10XA","Aldose reductase inhibitors","4","A10X","4535"
"A10XA01","tolrestat","5","A10XA","4535"
"A10XX","Other drugs used in diabetes","4","A10X","4535"
"A10XX01","teplizumab","5","A10XX","4535"
"A10XX02","donislecel","5","A10XX","4535"
"A11","VITAMINS","2","A","4535"
"A11A","MULTIVITAMINS, COMBINATIONS","3","A11","4535"
"A11AA","Multivitamins with minerals","4","A11A","4535"
"A11AA01","multivitamins and iron","5","A11AA","4535"
"A11AA02","multivitamins and calcium","5","A11AA","4535"
"A11AA03","multivitamins and other minerals, incl. combinations","5","A11AA","4535"
"A11AA04","multivitamins and trace elements","5","A11AA","4535"
"A11AB","Multivitamins, other combinations","4","A11A","4535"
"A11B","MULTIVITAMINS, PLAIN","3","A11","4535"
"A11BA","Multivitamins, plain","4","A11B","4535"
"A11C","VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO","3","A11","4535"
"A11CA","Vitamin A, plain","4","A11C","4535"
"A11CA01","retinol (vit A)","5","A11CA","4535"
"A11CA02","betacarotene","5","A11CA","4535"
"A11CB","Vitamin A and D in combination","4","A11C","4535"
"A11CC","Vitamin D and analogues","4","A11C","4535"
"A11CC01","ergocalciferol","5","A11CC","4535"
"A11CC02","dihydrotachysterol","5","A11CC","4535"
"A11CC03","alfacalcidol","5","A11CC","4535"
"A11CC04","calcitriol","5","A11CC","4535"
"A11CC05","colecalciferol","5","A11CC","4535"
"A11CC06","calcifediol","5","A11CC","4535"
"A11CC07","Paricalcitol","5","A11CC","4535"
"A11CC20","combinations","5","A11CC","4535"
"A11CC55","colecalciferol, combinations","5","A11CC","4535"
"A11D","VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12","3","A11","4535"
"A11DA","Vitamin B1, plain","4","A11D","4535"
"A11DA01","thiamine (vit B1)","5","A11DA","4535"
"A11DA02","sulbutiamine","5","A11DA","4535"
"A11DA03","benfotiamine","5","A11DA","4535"
"A11DB","Vitamin B1 in combination with vitamin B6 and/or vitamin B12","4","A11D","4535"
"A11E","VITAMIN B-COMPLEX, INCL. COMBINATIONS","3","A11","4535"
"A11EA","Vitamin B-complex, plain","4","A11E","4535"
"A11EB","Vitamin B-complex with vitamin C","4","A11E","4535"
"A11EC","Vitamin B-complex with minerals","4","A11E","4535"
"A11ED","Vitamin B-complex with anabolic steroids","4","A11E","4535"
"A11EX","Vitamin B-complex, other combinations","4","A11E","4535"
"A11G","ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS","3","A11","4535"
"A11GA","Ascorbic acid (vitamin C), plain","4","A11G","4535"
"A11GA01","ascorbic acid (vit C)","5","A11GA","4535"
"A11GB","Ascorbic acid (vitamin C), combinations","4","A11G","4535"
"A11GB01","ascorbic acid (vit C) and calcium","5","A11GB","4535"
"A11H","OTHER PLAIN VITAMIN PREPARATIONS","3","A11","4535"
"A11HA","Other plain vitamin preparations","4","A11H","4535"
"A11HA01","nicotinamide","5","A11HA","4535"
"A11HA02","pyridoxine (vit B6)","5","A11HA","4535"
"A11HA03","tocopherol (vit E)","5","A11HA","4535"
"A11HA04","riboflavin (vit B2)","5","A11HA","4535"
"A11HA05","biotin","5","A11HA","4535"
"A11HA06","pyridoxal phosphate","5","A11HA","4535"
"A11HA07","inositol","5","A11HA","4535"
"A11HA08","tocofersolan","5","A11HA","4535"
"A11HA30","dexpanthenol","5","A11HA","4535"
"A11HA31","calcium pantothenate","5","A11HA","4535"
"A11HA32","pantethine","5","A11HA","4535"
"A11J","OTHER VITAMIN PRODUCTS, COMBINATIONS","3","A11","4535"
"A11JA","Combinations of vitamins","4","A11J","4535"
"A11JB","Vitamins with minerals","4","A11J","4535"
"A11JC","Vitamins, other combinations","4","A11J","4535"
"A11JD","VITAMINS AND HERBALS WITH/WITHOUT MINERALS","4","A11J","4535"
"A11JE","VITAMINS AND HOMEOPATHICS WITH/WITHOUT MINERALS","4","A11J","4535"
"A12","MINERAL SUPPLEMENTS","2","A","4535"
"A12A","CALCIUM","3","A12","4535"
"A12AA","Calcium","4","A12A","4535"
"A12AA01","calcium phosphate","5","A12AA","4535"
"A12AA02","calcium glubionate","5","A12AA","4535"
"A12AA03","calcium gluconate","5","A12AA","4535"
"A12AA04","calcium carbonate","5","A12AA","4535"
"A12AA05","calcium lactate","5","A12AA","4535"
"A12AA06","calcium lactate gluconate","5","A12AA","4535"
"A12AA07","calcium chloride","5","A12AA","4535"
"A12AA08","calcium glycerylphosphate","5","A12AA","4535"
"A12AA09","calcium citrate lysine complex","5","A12AA","4535"
"A12AA10","calcium glucoheptonate","5","A12AA","4535"
"A12AA11","calcium pangamate","5","A12AA","4535"
"A12AA12","calcium acetate anhydrous","5","A12AA","4535"
"A12AA13","calcium citrate","5","A12AA","4535"
"A12AA20","calcium (different salts in combination)","5","A12AA","4535"
"A12AA30","calcium laevulate","5","A12AA","4535"
"A12AX","Calcium, combinations with vitamin D and/or other drugs","4","A12A","4535"
"A12B","POTASSIUM","3","A12","4535"
"A12BA","Potassium","4","A12B","4535"
"A12BA01","potassium chloride","5","A12BA","4535"
"A12BA02","potassium citrate","5","A12BA","4535"
"A12BA03","potassium hydrogentartrate","5","A12BA","4535"
"A12BA04","potassium hydrogencarbonate","5","A12BA","4535"
"A12BA05","potassium gluconate","5","A12BA","4535"
"A12BA30","potassium (different salts in combination)","5","A12BA","4535"
"A12BA51","potassium, combinations","5","A12BA","4535"
"A12C","OTHER MINERAL SUPPLEMENTS","3","A12","4535"
"A12CA","Sodium","4","A12C","4535"
"A12CA01","sodium chloride","5","A12CA","4535"
"A12CA02","sodium sulfate","5","A12CA","4535"
"A12CB","Zinc","4","A12C","4535"
"A12CB01","zinc sulfate","5","A12CB","4535"
"A12CB02","zinc gluconate","5","A12CB","4535"
"A12CB03","zinc protein complex","5","A12CB","4535"
"A12CC","Magnesium","4","A12C","4535"
"A12CC01","magnesium chloride","5","A12CC","4535"
"A12CC02","magnesium sulfate","5","A12CC","4535"
"A12CC03","magnesium gluconate","5","A12CC","4535"
"A12CC04","magnesium citrate","5","A12CC","4535"
"A12CC05","magnesium aspartate","5","A12CC","4535"
"A12CC06","magnesium lactate","5","A12CC","4535"
"A12CC07","magnesium levulinate","5","A12CC","4535"
"A12CC08","magnesium pidolate","5","A12CC","4535"
"A12CC09","magnesium orotate","5","A12CC","4535"
"A12CC10","magnesium oxide","5","A12CC","4535"
"A12CC30","magnesium (different salts in combination)","5","A12CC","4535"
"A12CD","Fluoride","4","A12C","4535"
"A12CD01","sodium fluoride","5","A12CD","4535"
"A12CD02","sodium monofluorophosphate","5","A12CD","4535"
"A12CD51","fluoride, combinations","5","A12CD","4535"
"A12CE","Selenium","4","A12C","4535"
"A12CE01","sodium selenate","5","A12CE","4535"
"A12CE02","sodium selenite","5","A12CE","4535"
"A12CX","Other mineral products","4","A12C","4535"
"A12CZ","COMBINATIONS OF OTHER MINERAL SUPPLEMENTS","4","A12C","4535"
"A13","TONICS","2","A","4535"
"A13A","TONICS","3","A13","4535"
"A14","ANABOLIC AGENTS FOR SYSTEMIC USE","2","A","4535"
"A14A","ANABOLIC STEROIDS","3","A14","4535"
"A14AA","Androstan derivatives","4","A14A","4535"
"A14AA01","androstanolone","5","A14AA","4535"
"A14AA02","stanozolol","5","A14AA","4535"
"A14AA03","metandienone","5","A14AA","4535"
"A14AA04","metenolone","5","A14AA","4535"
"A14AA05","oxymetholone","5","A14AA","4535"
"A14AA06","quinbolone","5","A14AA","4535"
"A14AA07","prasterone","5","A14AA","4535"
"A14AA08","oxandrolone","5","A14AA","4535"
"A14AA09","norethandrolone","5","A14AA","4535"
"A14AB","Estren derivatives","4","A14A","4535"
"A14AB01","nandrolone","5","A14AB","4535"
"A14AB02","ethylestrenol","5","A14AB","4535"
"A14AB03","oxabolone cipionate","5","A14AB","4535"
"A14B","OTHER ANABOLIC AGENTS","3","A14","4535"
"A15","APPETITE STIMULANTS","2","A","4535"
"A16","OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS","2","A","4535"
"A16A","OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS","3","A16","4535"
"A16AA","Amino acids and derivatives","4","A16A","4535"
"A16AA01","levocarnitine","5","A16AA","4535"
"A16AA02","ademetionine","5","A16AA","4535"
"A16AA03","glutamine","5","A16AA","4535"
"A16AA04","mercaptamine","5","A16AA","4535"
"A16AA05","carglumic acid","5","A16AA","4535"
"A16AA06","betaine","5","A16AA","4535"
"A16AA07","metreleptin","5","A16AA","4535"
"A16AB","Enzymes","4","A16A","4535"
"A16AB01","alglucerase","5","A16AB","4535"
"A16AB02","imiglucerase","5","A16AB","4535"
"A16AB03","agalsidase alfa","5","A16AB","4535"
"A16AB04","agalsidase beta","5","A16AB","4535"
"A16AB05","laronidase","5","A16AB","4535"
"A16AB06","sacrosidase","5","A16AB","4535"
"A16AB07","alglucosidase alfa","5","A16AB","4535"
"A16AB08","galsulfase","5","A16AB","4535"
"A16AB09","idursulfase","5","A16AB","4535"
"A16AB10","velaglucerase alfa","5","A16AB","4535"
"A16AB11","taliglucerase alfa","5","A16AB","4535"
"A16AB12","elosulfase alfa","5","A16AB","4535"
"A16AB13","asfotase alfa","5","A16AB","4535"
"A16AB14","sebelipase alfa","5","A16AB","4535"
"A16AB15","velmanase alfa","5","A16AB","4535"
"A16AB16","idursulfase beta","5","A16AB","4535"
"A16AB17","cerliponase alfa","5","A16AB","4535"
"A16AB18","vestronidase alfa","5","A16AB","4535"
"A16AB19","pegvaliase","5","A16AB","4535"
"A16AB20","pegunigalsidase alfa","5","A16AB","4535"
"A16AB21","atidarsagene autotemcel","5","A16AB","4535"
"A16AB22","avalglucosidase alfa","5","A16AB","4535"
"A16AB23","cipaglucosidase alfa","5","A16AB","4535"
"A16AB24","pegzilarginase","5","A16AB","4535"
"A16AB25","olipudase alfa","5","A16AB","4535"
"A16AB26","eladocagene exuparvovec","5","A16AB","4535"
"A16AB27","pabinafusp alfa","5","A16AB","4535"
"A16AX","Various alimentary tract and metabolism products","4","A16A","4535"
"A16AX01","thioctic acid","5","A16AX","4535"
"A16AX02","anethole trithione","5","A16AX","4535"
"A16AX03","sodium phenylbutyrate","5","A16AX","4535"
"A16AX04","nitisinone","5","A16AX","4535"
"A16AX05","zinc acetate","5","A16AX","4535"
"A16AX06","miglustat","5","A16AX","4535"
"A16AX07","sapropterin","5","A16AX","4535"
